CM_ÁÎÐÒ_À âèòoê=1107(121107) 3 ôeâpaëÿ 2020ã.s8 Ha÷.Kaäp=0   date=3 2 2020
                 1    ,       2    ,      3    ,      4    ,
     t           MMPTCT      MMPTCT      ÃPAÄ C      MMPTCT  t_ÁOPTOBOE   BÈTOK
 7:11:12.932         ~           ~      25.23614         ~    7:11:11.702  1107
 7:11:12.954         ~     734.78174         ~           ~    7:11:11.723  1107
 7:11:13.675   734.71979         ~           ~           ~    7:11:12.446  1107
 7:11:13.993         ~           ~           ~     740.27441  7:11:12.765  1107
 7:11:14.290         ~           ~      25.23614         ~    7:11:13.041  1107
 7:11:14.311         ~     739.42999         ~           ~    7:11:13.062  1107
 7:11:15.032   734.71979         ~           ~           ~    7:11:13.770  1107
 7:11:15.351         ~           ~           ~     740.27441  7:11:14.106  1107
 7:11:15.647         ~           ~      25.23614         ~    7:11:14.404  1107
 7:11:15.669         ~     734.78174         ~           ~    7:11:14.425  1107
 7:11:16.390   734.71979         ~           ~           ~    7:11:15.148  1107
 7:11:16.708         ~           ~           ~     740.27441  7:11:15.468  1107
 7:11:17.005         ~           ~      25.23614         ~    7:11:15.765  1107
 7:11:17.026         ~     739.42999         ~           ~    7:11:15.787  1107
 7:11:17.747   734.71979         ~           ~           ~    7:11:16.510  1107
 7:11:18.066         ~           ~           ~     740.27441  7:11:16.829  1107
 7:11:18.362         ~           ~      25.23614         ~    7:11:17.127  1107
 7:11:18.384         ~     734.78174         ~           ~    7:11:17.148  1107
 7:11:19.105   739.77777         ~           ~           ~    7:11:17.872  1107
 7:11:19.423         ~           ~           ~     740.27441  7:11:18.191  1107
 7:11:19.720         ~           ~      25.00970         ~    7:11:18.489  1107
 7:11:19.741         ~     739.42999         ~           ~    7:11:18.510  1107
 7:11:20.462   734.71979         ~           ~           ~    7:11:19.234  1107
 7:11:20.781         ~           ~           ~     740.27441  7:11:19.553  1107
 7:11:21.077         ~           ~      25.23614         ~    7:11:19.851  1107
 7:11:21.099         ~     734.78174         ~           ~    7:11:19.872  1107
 7:11:21.820   734.71979         ~           ~           ~    7:11:20.562  1107
 7:11:22.138         ~           ~           ~     740.27441  7:11:20.875  1107
 7:11:22.435         ~           ~      25.00970         ~    7:11:21.191  1107
 7:11:22.456         ~     734.78174         ~           ~    7:11:21.212  1107
 7:11:23.177   734.71979         ~           ~           ~    7:11:21.936  1107
 7:11:23.496         ~           ~           ~     740.27441  7:11:22.255  1107
 7:11:23.792         ~           ~      25.23614         ~    7:11:22.553  1107
 7:11:23.814         ~     734.78174         ~           ~    7:11:22.574  1107
 7:11:24.535   734.71979         ~           ~           ~    7:11:23.297  1107
 7:11:24.853         ~           ~           ~     740.27441  7:11:23.617  1107
 7:11:25.150         ~           ~      25.23614         ~    7:11:23.914  1107
 7:11:25.171         ~     734.78174         ~           ~    7:11:23.936  1107
 7:11:25.892   734.71979         ~           ~           ~    7:11:24.659  1107
 7:11:26.211         ~           ~           ~     740.27441  7:11:24.978  1107
 7:11:26.507         ~           ~      25.00970         ~    7:11:25.276  1107
 7:11:26.529         ~     739.42999         ~           ~    7:11:25.297  1107
 7:11:27.250   734.71979         ~           ~           ~    7:11:26.021  1107
 7:11:27.570         ~           ~           ~     740.27441  7:11:26.340  1107
 7:11:27.867         ~           ~      25.23614         ~    7:11:26.638  1107
 7:11:27.888         ~     734.78174         ~           ~    7:11:26.659  1107
 7:11:28.611   734.71979         ~           ~           ~    7:11:27.354  1107
 7:11:28.930         ~           ~           ~     740.27441  7:11:27.666  1107
 7:11:29.226         ~           ~      25.23614         ~    7:11:27.958  1107
 7:11:29.248         ~     739.42999         ~           ~    7:11:29.000  1107
 7:11:29.969   734.71979         ~           ~           ~    7:11:28.723  1107
 7:11:30.287         ~           ~           ~     740.27441  7:11:29.042  1107
 7:11:30.584         ~           ~      25.00970         ~    7:11:29.340  1107
 7:11:30.605         ~     739.42999         ~           ~    7:11:29.361  1107
 7:11:31.326   734.71979         ~           ~           ~    7:11:30.085  1107
 7:11:31.645         ~           ~           ~     740.27441  7:11:30.404  1107
 7:11:31.941         ~           ~      25.00970         ~    7:11:30.702  1107
 7:11:31.963         ~     734.78174         ~           ~    7:11:30.723  1107
 7:11:32.684   734.71979         ~           ~           ~    7:11:31.446  1107
 7:11:33.002         ~           ~           ~     740.27441  7:11:31.765  1107
 7:11:33.299         ~           ~      25.23614         ~    7:11:32.063  1107
 7:11:33.320         ~     734.78174         ~           ~    7:11:32.085  1107
 7:11:34.041   734.71979         ~           ~           ~    7:11:32.808  1107
 7:11:34.360         ~           ~           ~     740.27441  7:11:33.127  1107
 7:11:34.656         ~           ~      25.00970         ~    7:11:33.425  1107
 7:11:34.678         ~     734.78174         ~           ~    7:11:33.446  1107
 7:11:35.399   734.71979         ~           ~           ~    7:11:34.145  1107
 7:11:35.717         ~           ~           ~     740.27441  7:11:34.458  1107
 7:11:36.014         ~           ~      25.23614         ~    7:11:34.750  1107
 7:11:36.035         ~     734.78174         ~           ~    7:11:34.770  1107
 7:11:36.756   734.71979         ~           ~           ~    7:11:35.510  1107
 7:11:37.075         ~           ~           ~     740.27441  7:11:35.829  1107
 7:11:37.371         ~           ~      25.00970         ~    7:11:36.127  1107
 7:11:37.393         ~     739.42999         ~           ~    7:11:36.148  1107
 7:11:38.114   734.71979         ~           ~           ~    7:11:36.872  1107
 7:11:38.432         ~           ~           ~     740.27441  7:11:37.191  1107
 7:11:38.729         ~           ~      25.23614         ~    7:11:37.489  1107
 7:11:38.750         ~     734.78174         ~           ~    7:11:37.510  1107
 7:11:39.471   734.71979         ~           ~           ~    7:11:38.234  1107
 7:11:39.790         ~           ~           ~     740.27441  7:11:38.553  1107
 7:11:40.086         ~           ~      25.23614         ~    7:11:38.851  1107
 7:11:40.108         ~     734.78174         ~           ~    7:11:38.872  1107
 7:11:40.829   734.71979         ~           ~           ~    7:11:39.595  1107
 7:11:41.147         ~           ~           ~     740.27441  7:11:39.914  1107
 7:11:41.444         ~           ~      25.23614         ~    7:11:40.212  1107
 7:11:41.465         ~     734.78174         ~           ~    7:11:40.234  1107
 7:11:42.186   734.71979         ~           ~           ~    7:11:40.957  1107
 7:11:42.505         ~           ~           ~     740.27441  7:11:41.250  1107
 7:11:42.801         ~           ~      25.23614         ~    7:11:41.541  1107
 7:11:42.823         ~     734.78174         ~           ~    7:11:41.562  1107
 7:11:43.544   734.71979         ~           ~           ~    7:11:42.297  1107
 7:11:43.862         ~           ~           ~     740.27441  7:11:42.617  1107
 7:11:44.159         ~           ~      25.23614         ~    7:11:42.914  1107
 7:11:44.180         ~     734.78174         ~           ~    7:11:42.936  1107
 7:11:44.901   734.71979         ~           ~           ~    7:11:43.659  1107
 7:11:45.220         ~           ~           ~     740.27441  7:11:43.978  1107
 7:11:45.516         ~           ~      25.23614         ~    7:11:44.276  1107
 7:11:45.538         ~     734.78174         ~           ~    7:11:44.297  1107
 7:11:46.259   739.77777         ~           ~           ~    7:11:45.021  1107
 7:11:46.577         ~           ~           ~     740.27441  7:11:45.340  1107
 7:11:46.874         ~           ~      25.23614         ~    7:11:45.638  1107
 7:11:46.895         ~     739.42999         ~           ~    7:11:45.659  1107
 7:11:47.616   734.71979         ~           ~           ~    7:11:46.382  1107
 7:11:47.935         ~           ~           ~     740.27441  7:11:46.702  1107
 7:11:48.233         ~           ~      25.23614         ~    7:11:48.000  1107
 7:11:48.255         ~     739.42999         ~           ~    7:11:47.021  1107
 7:11:48.976   739.77777         ~           ~           ~    7:11:47.744  1107
 7:11:49.294         ~           ~           ~     740.27441  7:11:48.041  1107
 7:11:49.591         ~           ~      25.00970         ~    7:11:48.333  1107
 7:11:49.612         ~     734.78174         ~           ~    7:11:48.354  1107
 7:11:50.333   734.71979         ~           ~           ~    7:11:49.085  1107
 7:11:50.652         ~           ~           ~     740.27441  7:11:49.404  1107
 7:11:50.948         ~           ~      25.23614         ~    7:11:49.702  1107
 7:11:50.970         ~     734.78174         ~           ~    7:11:49.723  1107
 7:11:51.691   734.71979         ~           ~           ~    7:11:50.446  1107
 7:11:52.009         ~           ~           ~     740.27441  7:11:50.765  1107
 7:11:52.306         ~           ~      25.23614         ~    7:11:51.063  1107
 7:11:52.327         ~     734.78174         ~           ~    7:11:51.085  1107
 7:11:53.048   734.71979         ~           ~           ~    7:11:51.808  1107
 7:11:53.367         ~           ~           ~     740.27441  7:11:52.127  1107
 7:11:53.663         ~           ~      25.23614         ~    7:11:52.425  1107
 7:11:53.685         ~     734.78174         ~           ~    7:11:52.446  1107
 7:11:54.406   734.71979         ~           ~           ~    7:11:53.170  1107
 7:11:54.724         ~           ~           ~     740.27441  7:11:53.489  1107
 7:11:55.021         ~           ~      25.23614         ~    7:11:53.787  1107
 7:11:55.042         ~     739.42999         ~           ~    7:11:53.808  1107
 7:11:55.763   739.77777         ~           ~           ~    7:11:54.531  1107
 7:11:56.082         ~           ~           ~     740.27441  7:11:54.851  1107
 7:11:56.378         ~           ~      25.23614         ~    7:11:55.125  1107
 7:11:56.400         ~     734.78174         ~           ~    7:11:55.145  1107
 7:11:57.121   734.71979         ~           ~           ~    7:11:55.854  1107
 7:11:57.439         ~           ~           ~     740.27441  7:11:56.191  1107
 7:11:57.736         ~           ~      25.23614         ~    7:11:56.489  1107
 7:11:57.757         ~     734.78174         ~           ~    7:11:56.510  1107
 7:11:58.478   734.71979         ~           ~           ~    7:11:57.234  1107
 7:11:58.797         ~           ~           ~     740.27441  7:11:57.553  1107
 7:11:59.093         ~           ~      25.23614         ~    7:11:57.851  1107
 7:11:59.115         ~     739.42999         ~           ~    7:11:57.872  1107
 7:11:59.836   734.71979         ~           ~           ~    7:11:58.595  1107
 7:12:00.154         ~           ~           ~     740.27441  7:11:58.914  1107
 7:12:00.451         ~           ~      25.00970         ~    7:11:59.212  1107
 7:12:00.472         ~     734.78174         ~           ~    7:11:59.234  1107
 7:12:01.193   734.71979         ~           ~           ~    7:11:59.957  1107
 7:12:01.512         ~           ~           ~     740.27441  7:12:00.276  1107
 7:12:01.808         ~           ~      25.00970         ~    7:12:00.574  1107
 7:12:01.830         ~     734.78174         ~           ~    7:12:00.595  1107
 7:12:02.551   734.71979         ~           ~           ~    7:12:01.319  1107
 7:12:02.869         ~           ~           ~     740.27441  7:12:01.638  1107
 7:12:03.166         ~           ~      25.00970         ~    7:12:01.936  1107
 7:12:03.187         ~     734.78174         ~           ~    7:12:01.957  1107
 7:12:03.908   734.71979         ~           ~           ~    7:12:02.645  1107
 7:12:04.227         ~           ~           ~     740.27441  7:12:02.958  1107
 7:12:04.523         ~           ~      25.00970         ~    7:12:03.276  1107
 7:12:04.545         ~     734.78174         ~           ~    7:12:03.297  1107
 7:12:05.266   734.71979         ~           ~           ~    7:12:04.021  1107
 7:12:05.584         ~           ~           ~     740.27441  7:12:04.340  1107
 7:12:05.881         ~           ~      25.23614         ~    7:12:04.638  1107
 7:12:05.902         ~     734.78174         ~           ~    7:12:04.659  1107
 7:12:06.623   734.71979         ~           ~           ~    7:12:05.382  1107
 7:12:06.942         ~           ~           ~     740.27441  7:12:05.702  1107
 7:12:07.238         ~           ~      25.23614         ~    7:12:07.000  1107
 7:12:07.260         ~     739.42999         ~           ~    7:12:06.021  1107
 7:12:07.983   734.71979         ~           ~           ~    7:12:06.744  1107
 7:12:08.301         ~           ~           ~     740.27441  7:12:07.063  1107
 7:12:08.598         ~           ~      25.00970         ~    7:12:07.361  1107
 7:12:08.619         ~     734.78174         ~           ~    7:12:07.382  1107
 7:12:09.342   734.71979         ~           ~           ~    7:12:08.106  1107
 7:12:09.661         ~           ~           ~     740.27441  7:12:08.425  1107
 7:12:09.957         ~           ~      25.23614         ~    7:12:08.723  1107
 7:12:09.979         ~     739.42999         ~           ~    7:12:08.744  1107
 7:12:10.702   734.71979         ~           ~           ~    7:12:09.437  1107
 7:12:11.020         ~           ~           ~     740.27441  7:12:09.750  1107
 7:12:11.317         ~           ~      25.23614         ~    7:12:10.063  1107
 7:12:11.338         ~     739.42999         ~           ~    7:12:10.085  1107
 7:12:12.059   734.71979         ~           ~           ~    7:12:10.808  1107
 7:12:12.378         ~           ~           ~     740.27441  7:12:11.127  1107
 7:12:12.675         ~           ~      25.23614         ~    7:12:11.425  1107
 7:12:12.696         ~     734.78174         ~           ~    7:12:11.446  1107
 7:12:13.417   734.71979         ~           ~           ~    7:12:12.170  1107
 7:12:13.735         ~           ~           ~     740.27441  7:12:12.489  1107
 7:12:14.032         ~           ~      25.00970         ~    7:12:12.787  1107
 7:12:14.053         ~     739.42999         ~           ~    7:12:12.808  1107
 7:12:14.774   734.71979         ~           ~           ~    7:12:13.531  1107
 7:12:15.093         ~           ~           ~     740.27441  7:12:13.851  1107
 7:12:15.389         ~           ~      25.00970         ~    7:12:14.148  1107
 7:12:15.411         ~     739.42999         ~           ~    7:12:14.170  1107
 7:12:16.132   734.71979         ~           ~           ~    7:12:14.893  1107
 7:12:16.450         ~           ~           ~     740.27441  7:12:15.212  1107
 7:12:16.747         ~           ~      25.23614         ~    7:12:15.510  1107
 7:12:16.768         ~     734.78174         ~           ~    7:12:15.531  1107
 7:12:17.489   734.71979         ~           ~           ~    7:12:16.229  1107
 7:12:17.808         ~           ~           ~     740.27441  7:12:16.541  1107
 7:12:18.104         ~           ~      25.23614         ~    7:12:16.833  1107
 7:12:18.126         ~     739.42999         ~           ~    7:12:16.854  1107
 7:12:18.847   734.71979         ~           ~           ~    7:12:17.595  1107
 7:12:19.165         ~           ~           ~     740.27441  7:12:17.914  1107
 7:12:19.462         ~           ~      25.23614         ~    7:12:18.212  1107
 7:12:19.483         ~     739.42999         ~           ~    7:12:18.234  1107
 7:12:20.204   734.71979         ~           ~           ~    7:12:18.957  1107
 7:12:20.523         ~           ~           ~     740.27441  7:12:19.276  1107
 7:12:20.819         ~           ~      25.23614         ~    7:12:19.574  1107
 7:12:20.841         ~     734.78174         ~           ~    7:12:19.595  1107
 7:12:21.562   734.71979         ~           ~           ~    7:12:20.319  1107
 7:12:21.880         ~           ~           ~     740.27441  7:12:20.638  1107
 7:12:22.177         ~           ~      25.23614         ~    7:12:20.936  1107
 7:12:22.198         ~     739.42999         ~           ~    7:12:20.957  1107
 7:12:22.919   734.71979         ~           ~           ~    7:12:21.680  1107
 7:12:23.238         ~           ~           ~     740.27441  7:12:22.000  1107
 7:12:23.534         ~           ~      25.23614         ~    7:12:22.270  1107
 7:12:23.556         ~     734.78174         ~           ~    7:12:22.291  1107
 7:12:24.277   734.71979         ~           ~           ~    7:12:23.021  1107
 7:12:24.595         ~           ~           ~     740.27441  7:12:23.340  1107
 7:12:24.892         ~           ~      25.23614         ~    7:12:23.638  1107
 7:12:24.913         ~     734.78174         ~           ~    7:12:23.659  1107
 7:12:25.634   734.71979         ~           ~           ~    7:12:24.382  1107
 7:12:25.953         ~           ~           ~     740.27441  7:12:24.702  1107
 7:12:26.249         ~           ~      25.23614         ~    7:12:26.000  1107
 7:12:26.271         ~     734.78174         ~           ~    7:12:25.021  1107
 7:12:26.992   734.71979         ~           ~           ~    7:12:25.744  1107
 7:12:27.310         ~           ~           ~     740.27441  7:12:26.063  1107
 7:12:27.607         ~           ~      25.23614         ~    7:12:26.361  1107
 7:12:27.628         ~     734.78174         ~           ~    7:12:26.382  1107
 7:12:28.349   734.71979         ~           ~           ~    7:12:27.106  1107
 7:12:28.668         ~           ~           ~     740.27441  7:12:27.425  1107
 7:12:28.964         ~           ~      25.23614         ~    7:12:27.723  1107
 7:12:28.986         ~     734.78174         ~           ~    7:12:27.744  1107
 7:12:29.707   734.71979         ~           ~           ~    7:12:28.468  1107
 7:12:30.025         ~           ~           ~     740.27441  7:12:28.787  1107
 7:12:30.324         ~           ~      25.23614         ~    7:12:29.062  1107
 7:12:30.345         ~     739.42999         ~           ~    7:12:29.083  1107
 7:12:31.066   734.71979         ~           ~           ~    7:12:29.791  1107
 7:12:31.385         ~           ~           ~     740.27441  7:12:30.127  1107
 7:12:31.681         ~           ~      25.00970         ~    7:12:30.425  1107
 7:12:31.703         ~     734.78174         ~           ~    7:12:30.446  1107
 7:12:32.424   734.71979         ~           ~           ~    7:12:31.170  1107
 7:12:32.742         ~           ~           ~     740.27441  7:12:31.489  1107
 7:12:33.039         ~           ~      25.00970         ~    7:12:31.787  1107
 7:12:33.060         ~     739.42999         ~           ~    7:12:31.808  1107
 7:12:33.781   739.77777         ~           ~           ~    7:12:32.531  1107
 7:12:34.100         ~           ~           ~     740.27441  7:12:32.851  1107
 7:12:34.396         ~           ~      25.00970         ~    7:12:33.148  1107
 7:12:34.418         ~     734.78174         ~           ~    7:12:33.170  1107
 7:12:35.139   739.77777         ~           ~           ~    7:12:33.893  1107
 7:12:35.431         ~           ~           ~     740.27441  7:12:34.191  1107
 7:12:35.728         ~           ~      25.23614         ~    7:12:34.489  1107
 7:12:35.749         ~     734.78174         ~           ~    7:12:34.510  1107
 7:12:36.472   739.77777         ~           ~           ~    7:12:35.260  1107
 7:12:36.792         ~           ~           ~     740.27441  7:12:35.586  1107
 7:12:37.089         ~           ~      25.00970         ~    7:12:35.891  1107
 7:12:37.110         ~     734.78174         ~           ~    7:12:35.913  1107
 7:12:37.836   734.71979         ~           ~           ~    7:12:36.583  1107
 7:12:38.156         ~           ~           ~     740.27441  7:12:36.895  1107
 7:12:38.455         ~           ~      25.00970         ~    7:12:37.212  1107
 7:12:38.476         ~     734.78174         ~           ~    7:12:37.234  1107
 7:12:39.199   739.77777         ~           ~           ~    7:12:37.957  1107
 7:12:39.519         ~           ~           ~     740.27441  7:12:38.276  1107
 7:12:39.818         ~           ~      25.23614         ~    7:12:38.574  1107
 7:12:39.839         ~     739.42999         ~           ~    7:12:38.595  1107
 7:12:40.564   734.71979         ~           ~           ~    7:12:39.319  1107
 7:12:40.885         ~           ~           ~     740.27441  7:12:39.638  1107
 7:12:41.184         ~           ~      25.00970         ~    7:12:39.936  1107
 7:12:41.205         ~     734.78174         ~           ~    7:12:39.957  1107
 7:12:41.926   734.71979         ~           ~           ~    7:12:40.680  1107
 7:12:42.244         ~           ~           ~     740.27441  7:12:42.000  1107
 7:12:42.541         ~           ~      25.23614         ~    7:12:41.297  1107
 7:12:42.562         ~     734.78174         ~           ~    7:12:41.319  1107
 7:12:43.284   734.71979         ~           ~           ~    7:12:42.042  1107
 7:12:43.602         ~           ~           ~     740.27441  7:12:42.361  1107
 7:12:43.899         ~           ~      25.00970         ~    7:12:42.659  1107
 7:12:43.920         ~     734.78174         ~           ~    7:12:42.680  1107
 7:12:44.641   734.71979         ~           ~           ~    7:12:43.375  1107
 7:12:44.959         ~           ~           ~     740.27441  7:12:43.687  1107
 7:12:45.256         ~           ~      25.00970         ~    7:12:45.000  1107
 7:12:45.277         ~     734.78174         ~           ~    7:12:44.021  1107
 7:12:45.999   739.77777         ~           ~           ~    7:12:44.744  1107
 7:12:46.317         ~           ~           ~     740.27441  7:12:45.063  1107
 7:12:46.614         ~           ~      25.00970         ~    7:12:45.361  1107
 7:12:46.635         ~     739.42999         ~           ~    7:12:45.382  1107
 7:12:47.356   734.71979         ~           ~           ~    7:12:46.106  1107
 7:12:47.674         ~           ~           ~     740.27441  7:12:46.425  1107
 7:12:47.971         ~           ~      25.23614         ~    7:12:46.723  1107
 7:12:47.992         ~     734.78174         ~           ~    7:12:46.744  1107
 7:12:48.714   734.71979         ~           ~           ~    7:12:47.468  1107
 7:12:49.032         ~           ~           ~     740.27441  7:12:47.787  1107
 7:12:49.331         ~           ~      25.00970         ~    7:12:48.085  1107
 7:12:49.352         ~     739.42999         ~           ~    7:12:48.106  1107
 7:12:50.073   734.71979         ~           ~           ~    7:12:48.829  1107
 7:12:50.393         ~           ~           ~     740.27441  7:12:49.148  1107
 7:12:50.690         ~           ~      25.23614         ~    7:12:49.446  1107
 7:12:50.711         ~     734.78174         ~           ~    7:12:49.468  1107
 7:12:51.433   734.71979         ~           ~           ~    7:12:50.166  1107
 7:12:51.751         ~           ~           ~     740.27441  7:12:50.479  1107
 7:12:52.048         ~           ~      25.00970         ~    7:12:50.770  1107
 7:12:52.069         ~     734.78174         ~           ~    7:12:50.791  1107
 7:12:52.790   734.71979         ~           ~           ~    7:12:51.531  1107
 7:12:53.108         ~           ~           ~     740.27441  7:12:51.851  1107
 7:12:53.405         ~           ~      25.23614         ~    7:12:52.148  1107
 7:12:53.426         ~     734.78174         ~           ~    7:12:52.170  1107
 7:12:54.148   734.71979         ~           ~           ~    7:12:52.893  1107
 7:12:54.466         ~           ~           ~     740.27441  7:12:53.212  1107
 7:12:54.763         ~           ~      25.00970         ~    7:12:53.510  1107
 7:12:54.784         ~     734.78174         ~           ~    7:12:53.531  1107
 7:12:55.505   734.71979         ~           ~           ~    7:12:54.255  1107
 7:12:55.823         ~           ~           ~     740.27441  7:12:54.574  1107
 7:12:56.120         ~           ~      25.00970         ~    7:12:54.872  1107
 7:12:56.141         ~     734.78174         ~           ~    7:12:54.893  1107
 7:12:56.863   734.71979         ~           ~           ~    7:12:55.617  1107
 7:12:57.181         ~           ~           ~     740.27441  7:12:55.936  1107
 7:12:57.478         ~           ~      25.00970         ~    7:12:56.234  1107
 7:12:57.499         ~     739.42999         ~           ~    7:12:56.255  1107
 7:12:58.220   739.77777         ~           ~           ~    7:12:56.978  1107
 7:12:58.538         ~           ~           ~     740.27441  7:12:57.270  1107
 7:12:58.835         ~           ~      25.00970         ~    7:12:57.562  1107
 7:12:58.856         ~     734.78174         ~           ~    7:12:57.583  1107
 7:12:59.578   734.71979         ~           ~           ~    7:12:58.319  1107
 7:12:59.896         ~           ~           ~     740.27441  7:12:58.638  1107
 7:13:00.193         ~           ~      25.23614         ~    7:12:58.936  1107
 7:13:00.214         ~     739.42999         ~           ~    7:12:58.957  1107
 7:13:00.935   734.71979         ~           ~           ~    7:12:59.680  1107
 7:13:01.253         ~           ~           ~     740.27441  7:13:01.000  1107
 7:13:01.550         ~           ~      25.23614         ~    7:13:00.297  1107
 7:13:01.571         ~     739.42999         ~           ~    7:13:00.319  1107
 7:13:02.293   734.71979         ~           ~           ~    7:13:01.042  1107
 7:13:02.611         ~           ~           ~     740.27441  7:13:01.361  1107
 7:13:02.908         ~           ~      25.00970         ~    7:13:01.659  1107
 7:13:02.929         ~     739.42999         ~           ~    7:13:01.680  1107
 7:13:03.650   734.71979         ~           ~           ~    7:13:02.404  1107
 7:13:03.968         ~           ~           ~     740.27441  7:13:02.723  1107
 7:13:04.265         ~           ~      25.00970         ~    7:13:03.021  1107
 7:13:04.286         ~     734.78174         ~           ~    7:13:03.042  1107
 7:13:05.008   734.71979         ~           ~           ~    7:13:03.765  1107
 7:13:05.326         ~           ~           ~     740.27441  7:13:04.062  1107
 7:13:05.623         ~           ~      25.23614         ~    7:13:04.354  1107
 7:13:05.644         ~     734.78174         ~           ~    7:13:04.375  1107
 7:13:06.365   734.71979         ~           ~           ~    7:13:05.106  1107
 7:13:06.683         ~           ~           ~     740.27441  7:13:05.425  1107
 7:13:06.980         ~           ~      25.23614         ~    7:13:05.723  1107
 7:13:07.001         ~     734.78174         ~           ~    7:13:05.744  1107
 7:13:07.723   734.71979         ~           ~           ~    7:13:06.468  1107
 7:13:08.041         ~           ~           ~     740.27441  7:13:06.787  1107
 7:13:08.338         ~           ~      25.23614         ~    7:13:07.085  1107
 7:13:08.359         ~     734.78174         ~           ~    7:13:07.106  1107
 7:13:09.080   734.71979         ~           ~           ~    7:13:07.829  1107
 7:13:09.398         ~           ~           ~     740.27441  7:13:08.148  1107
 7:13:09.695         ~           ~      25.00970         ~    7:13:08.446  1107
 7:13:09.716         ~     739.42999         ~           ~    7:13:08.468  1107
 7:13:10.440   739.77777         ~           ~           ~    7:13:09.191  1107
 7:13:10.758         ~           ~           ~     740.27441  7:13:09.510  1107
 7:13:11.057         ~           ~      25.00970         ~    7:13:09.808  1107
 7:13:11.078         ~     734.78174         ~           ~    7:13:09.829  1107
 7:13:11.799   734.71979         ~           ~           ~    7:13:10.553  1107
 7:13:12.117         ~           ~           ~     740.27441  7:13:10.872  1107
 7:13:12.414         ~           ~      25.23614         ~    7:13:11.145  1107
 7:13:12.435         ~     739.42999         ~           ~    7:13:11.166  1107
 7:13:13.157   734.71979         ~           ~           ~    7:13:11.875  1107
 7:13:13.475         ~           ~           ~     740.27441  7:13:12.212  1107
 7:13:13.772         ~           ~      25.00970         ~    7:13:12.510  1107
 7:13:13.793         ~     734.78174         ~           ~    7:13:12.531  1107
 7:13:14.514   734.71979         ~           ~           ~    7:13:13.255  1107
 7:13:14.832         ~           ~           ~     740.27441  7:13:13.574  1107
 7:13:15.129         ~           ~      25.00970         ~    7:13:13.872  1107
 7:13:15.150         ~     734.78174         ~           ~    7:13:13.893  1107
 7:13:15.872   734.71979         ~           ~           ~    7:13:14.617  1107
 7:13:16.190         ~           ~           ~     740.27441  7:13:14.936  1107
 7:13:16.487         ~           ~      25.00970         ~    7:13:15.234  1107
 7:13:16.508         ~     734.78174         ~           ~    7:13:15.255  1107
 7:13:17.229   734.71979         ~           ~           ~    7:13:15.978  1107
 7:13:17.547         ~           ~           ~     740.27441  7:13:16.297  1107
 7:13:17.844         ~           ~      25.00970         ~    7:13:16.595  1107
 7:13:17.865         ~     739.42999         ~           ~    7:13:16.617  1107
 7:13:18.587   734.71979         ~           ~           ~    7:13:17.340  1107
 7:13:18.905         ~           ~           ~     740.27441  7:13:17.659  1107
 7:13:19.202         ~           ~      25.23614         ~    7:13:17.957  1107
 7:13:19.223         ~     739.42999         ~           ~    7:13:17.978  1107
 7:13:19.944   734.71979         ~           ~           ~    7:13:18.666  1107
 7:13:20.262         ~           ~           ~     740.27441  7:13:20.000  1107
 7:13:20.559         ~           ~      25.00970         ~    7:13:19.297  1107
 7:13:20.580         ~     739.42999         ~           ~    7:13:19.319  1107
 7:13:21.302   739.77777         ~           ~           ~    7:13:20.042  1107
 7:13:21.620         ~           ~           ~     740.27441  7:13:20.361  1107
 7:13:21.917         ~           ~      25.00970         ~    7:13:20.659  1107
 7:13:21.938         ~     739.42999         ~           ~    7:13:20.680  1107
 7:13:22.659   734.71979         ~           ~           ~    7:13:21.404  1107
 7:13:22.977         ~           ~           ~     740.27441  7:13:21.723  1107
 7:13:23.274         ~           ~      25.00970         ~    7:13:22.021  1107
 7:13:23.295         ~     739.42999         ~           ~    7:13:22.042  1107
 7:13:24.017   739.77777         ~           ~           ~    7:13:22.765  1107
 7:13:24.335         ~           ~           ~     740.27441  7:13:23.085  1107
 7:13:24.632         ~           ~      25.00970         ~    7:13:23.382  1107
 7:13:24.653         ~     734.78174         ~           ~    7:13:23.404  1107
 7:13:25.374   734.71979         ~           ~           ~    7:13:24.127  1107
 7:13:25.692         ~           ~           ~     740.27441  7:13:24.446  1107
 7:13:25.989         ~           ~      25.00970         ~    7:13:24.744  1107
 7:13:26.010         ~     734.78174         ~           ~    7:13:24.765  1107
 7:13:26.732   739.77777         ~           ~           ~    7:13:25.458  1107
 7:13:27.050         ~           ~           ~     740.27441  7:13:25.770  1107
 7:13:27.347         ~           ~      25.00970         ~    7:13:26.085  1107
 7:13:27.368         ~     734.78174         ~           ~    7:13:26.106  1107
 7:13:28.089   734.71979         ~           ~           ~    7:13:26.829  1107
 7:13:28.407         ~           ~           ~     740.27441  7:13:27.148  1107
 7:13:28.704         ~           ~      25.00970         ~    7:13:27.446  1107
 7:13:28.725         ~     734.78174         ~           ~    7:13:27.468  1107
 7:13:29.447   739.77777         ~           ~           ~    7:13:28.191  1107
 7:13:29.765         ~           ~           ~     740.27441  7:13:28.510  1107
 7:13:30.062         ~           ~      25.00970         ~    7:13:28.808  1107
 7:13:30.083         ~     739.42999         ~           ~    7:13:28.829  1107
 7:13:30.804   739.77777         ~           ~           ~    7:13:29.553  1107
